id,issue_type,latitude,longitude,ward,date,severity,status,resolution_days,rainfall_mm,traffic_density,population_density,affected_population,trust_score,priority_score,verification_count,economic_impact_inr
ISS-06562,pothole,12.896846,77.60194,Bannerghatta,2023-05-01,critical,reported,,0,39.0,7000,459,72,70,29,7959
ISS-06563,construction_hazard,12.975241,77.715392,Marathahalli,2024-12-19,medium,in_progress,,0,93.0,16000,573,92,47,7,18711
ISS-06564,construction_hazard,12.97743,77.708229,Marathahalli,2023-11-28,low,reported,,0,96.0,16000,204,86,92,8,9369
ISS-06565,flooding,13.030499,77.581141,Hebbal,2024-08-19,medium,reported,,0,55.9,11000,333,65,90,27,10702
ISS-06566,flooding,12.911611,77.581999,Jayanagar,2023-11-11,medium,reported,,18.3,100,20000,624,86,99,2,31326
ISS-06567,garbage,12.906596,77.620402,BTM Layout,2023-07-13,critical,resolved,6,0,76.7,17000,882,63,30,10,27179
ISS-06568,road_damage,12.910395,77.594848,BTM Layout,2024-07-10,medium,reported,,18.4,78.8,17000,322,74,33,10,4358
ISS-06569,streetlight,12.986636,77.650857,Indiranagar,2023-09-02,medium,resolved,10,0,80.0,15000,248,49,38,18,7922
ISS-06570,open_manhole,12.929323,77.626278,Koramangala,2024-03-22,medium,resolved,60,0,89.8,18000,327,68,74,10,8823
ISS-06571,flooding,13.084813,77.583134,Yelahanka,2024-04-03,medium,reported,,0,49.7,8000,173,49,33,0,9177
ISS-06572,road_damage,12.926765,77.569752,Jayanagar,2025-03-19,medium,reported,,0,100,20000,272,94,95,21,5283
ISS-06573,garbage,12.96002,77.769173,Whitefield,2024-12-03,low,verified,,0,50.8,12000,114,91,78,20,3631
ISS-06574,open_manhole,12.990504,77.653882,Indiranagar,2023-09-22,high,in_progress,,0,79.4,15000,581,69,90,20,26979
ISS-06575,streetlight,12.973322,77.682186,Marathahalli,2024-10-02,low,in_progress,,0,95.5,16000,159,84,90,19,5572
ISS-06576,construction_hazard,12.93565,77.628612,BTM Layout,2024-03-11,medium,reported,,0,100,17000,159,50,56,20,9305
ISS-06577,garbage,12.88746,77.592415,JP Nagar,2023-12-03,critical,verified,,0,75.7,16000,689,42,41,15,22170
ISS-06578,flooding,12.998181,77.648396,Indiranagar,2023-03-24,medium,reported,,0,70.6,15000,223,48,85,26,12993
ISS-06579,pothole,13.019138,77.587903,Malleswaram,2023-11-11,medium,verified,,11.7,100,22000,461,42,77,13,23636
ISS-06580,open_manhole,12.88629,77.588701,Bannerghatta,2024-07-30,critical,in_progress,,0,34.2,7000,490,89,89,4,7033
ISS-06581,garbage,12.96894,77.733295,Whitefield,2024-09-19,high,in_progress,,0,71.5,12000,708,57,99,21,12125
ISS-06582,road_damage,12.827428,77.65768,Electronic City,2023-09-27,medium,in_progress,,27.8,56.2,9000,72,41,40,17,2839
ISS-06583,open_manhole,12.92655,77.667056,HSR Layout,2025-01-13,low,resolved,47,0,67.2,14000,540,69,39,26,27025
ISS-06584,road_damage,13.110348,77.609608,Yelahanka,2024-01-31,medium,reported,,0,38.2,8000,216,52,76,18,7635
ISS-06585,pothole,12.94424,77.606015,Koramangala,2023-11-07,medium,verified,,0,100,18000,424,51,25,23,22547
ISS-06586,construction_hazard,12.85529,77.662668,Electronic City,2024-10-17,medium,verified,,56.8,59.8,9000,227,84,100,17,7502
ISS-06587,open_manhole,12.954715,77.682048,Marathahalli,2023-07-30,medium,reported,,0,95.6,16000,556,77,28,18,29794
ISS-06588,open_manhole,13.04255,77.585978,Hebbal,2025-03-11,medium,verified,,0,55.3,11000,544,41,51,17,18352
ISS-06589,pothole,12.974342,77.650395,Indiranagar,2024-09-27,high,in_progress,,40.0,78.2,15000,1120,40,45,26,26279
ISS-06590,pothole,12.871468,77.580201,Bannerghatta,2024-12-26,medium,verified,,0,53.9,7000,58,83,24,24,3371
ISS-06591,garbage,13.009078,77.573384,Rajajinagar,2023-11-26,high,reported,,0,100,19000,1095,85,42,27,61414
ISS-06592,streetlight,13.10152,77.579422,Yelahanka,2024-08-27,critical,resolved,1,0,59.9,8000,101,94,80,6,2742
ISS-06593,construction_hazard,12.930439,77.589345,Jayanagar,2025-02-11,medium,verified,,0,97.1,20000,524,78,34,5,26369
ISS-06594,streetlight,13.051986,77.587065,Hebbal,2024-08-08,low,reported,,0,70.3,11000,455,44,40,23,22884
ISS-06595,road_damage,12.924769,77.642494,HSR Layout,2023-08-05,critical,reported,,0,85.8,14000,521,72,87,6,24933
ISS-06596,open_manhole,12.92454,77.607849,Koramangala,2023-04-04,critical,resolved,2,0,100,18000,1122,43,54,24,18902
ISS-06597,garbage,12.997293,77.566689,Malleswaram,2023-11-01,medium,resolved,60,0,100,22000,612,74,97,21,18853
ISS-06598,construction_hazard,12.89704,77.622235,BTM Layout,2024-07-11,medium,in_progress,,42.9,91.2,17000,537,40,25,17,18326
ISS-06599,flooding,12.989082,77.547833,Vijayanagar,2023-11-17,medium,verified,,63.9,97.9,18000,280,92,89,2,3307
ISS-06600,flooding,13.105347,77.590078,Yelahanka,2025-02-26,low,in_progress,,0,56.0,8000,110,77,71,23,5111
ISS-06601,garbage,12.911808,77.578895,Jayanagar,2024-01-17,medium,reported,,0,100,20000,677,54,49,28,36465
ISS-06602,flooding,13.009405,77.554095,Malleswaram,2025-03-19,high,verified,,0,100,22000,1531,41,79,10,42091
ISS-06603,pothole,12.900572,77.610848,BTM Layout,2023-10-17,medium,in_progress,,10.7,93.5,17000,798,50,48,21,38598
ISS-06604,pothole,12.828962,77.665092,Electronic City,2023-08-04,critical,reported,,76.6,56.0,9000,571,41,34,6,23831
ISS-06605,flooding,12.905246,77.592076,BTM Layout,2024-01-13,high,in_progress,,0,95.6,17000,829,75,62,2,47217
ISS-06606,pothole,12.980073,77.530643,Vijayanagar,2023-12-09,high,verified,,0,100,18000,1247,64,72,13,16628
ISS-06607,open_manhole,12.974756,77.626125,Indiranagar,2023-04-06,high,in_progress,,0,91.3,15000,1052,63,97,14,23492
ISS-06608,water_leakage,13.01716,77.577867,Malleswaram,2024-05-31,medium,verified,,0,100,22000,562,42,40,1,23212
ISS-06609,pothole,12.838323,77.661391,Electronic City,2023-10-27,critical,in_progress,,0,39.0,9000,585,41,88,29,10346
ISS-06610,streetlight,12.834044,77.668563,Electronic City,2024-05-29,high,verified,,0,40.5,9000,325,64,31,16,18325
ISS-06611,water_leakage,13.081579,77.601651,Yelahanka,2023-03-06,medium,reported,,0,46.4,8000,365,79,98,2,15025
ISS-06612,garbage,12.942297,77.603238,Jayanagar,2023-10-25,low,resolved,78,53.1,100,20000,146,79,64,16,4722
ISS-06613,pothole,12.846111,77.665804,Electronic City,2024-12-06,high,reported,,0,58.6,9000,611,91,31,11,35226
ISS-06614,garbage,12.896093,77.63703,HSR Layout,2025-04-18,medium,resolved,20,0,70.4,14000,253,44,66,17,13449
ISS-06615,road_damage,12.928436,77.60174,BTM Layout,2025-04-25,medium,in_progress,,0,80.0,17000,356,88,28,20,12612
ISS-06616,open_manhole,12.980292,77.521376,Vijayanagar,2025-02-10,low,reported,,0,99.3,18000,476,48,75,22,6782
ISS-06617,garbage,12.915506,77.579641,JP Nagar,2023-12-04,low,verified,,0,72.3,16000,134,46,35,16,7874
ISS-06618,water_leakage,12.969826,77.64535,Indiranagar,2025-05-09,low,reported,,0,92.2,15000,652,75,42,8,29432
ISS-06619,flooding,12.996525,77.65184,Indiranagar,2023-11-14,low,reported,,0,83.8,15000,409,43,77,25,20408
ISS-06620,pothole,12.850807,77.667312,Electronic City,2025-03-23,medium,reported,,0,62.7,9000,224,72,75,7,3585
ISS-06621,road_damage,12.922838,77.579024,Jayanagar,2024-08-01,low,reported,,0,100,20000,728,76,27,12,23704
ISS-06622,road_damage,12.982726,77.541501,Vijayanagar,2024-05-28,medium,verified,,0,100,18000,109,63,63,15,2117
ISS-06623,road_damage,12.988812,77.541622,Vijayanagar,2023-05-04,low,reported,,0,100,18000,162,92,66,26,1944
ISS-06624,water_leakage,13.023125,77.60376,Hebbal,2024-07-02,medium,verified,,25.0,60.5,11000,518,40,90,18,21243
ISS-06625,water_leakage,13.110413,77.607057,Yelahanka,2023-06-15,low,reported,,37.4,30.6,8000,93,66,89,27,4088
ISS-06626,road_damage,12.899464,77.642866,HSR Layout,2024-03-17,critical,reported,,0,60.7,14000,1370,88,85,18,79329
ISS-06627,water_leakage,12.976522,77.540226,Rajajinagar,2024-08-21,high,in_progress,,0,86.1,19000,381,85,82,14,11207
ISS-06628,garbage,12.936144,77.619145,BTM Layout,2025-02-24,medium,in_progress,,0,77.8,17000,282,67,30,19,11296
ISS-06629,open_manhole,12.928048,77.590341,Jayanagar,2024-10-14,medium,reported,,29.4,92.2,20000,990,44,49,9,45820
ISS-06630,pothole,12.901014,77.573574,JP Nagar,2024-11-05,high,resolved,12,0,75.9,16000,428,69,74,29,16296
ISS-06631,open_manhole,12.95304,77.605962,Koramangala,2023-03-07,high,verified,,0,99.6,18000,1289,85,72,18,65463
ISS-06632,water_leakage,12.960675,77.764285,Whitefield,2023-11-07,low,verified,,58.4,58.5,12000,186,57,70,10,3347
ISS-06633,flooding,12.999546,77.581227,Malleswaram,2024-09-13,high,verified,,0,100,22000,215,72,100,22,2547
ISS-06634,road_damage,12.989131,77.548164,Vijayanagar,2024-11-03,medium,resolved,8,35.3,93.4,18000,291,92,24,10,13994
ISS-06635,pothole,12.898174,77.617478,Bannerghatta,2023-06-26,medium,in_progress,,37.5,45.1,7000,312,95,83,25,3201
ISS-06636,water_leakage,13.052326,77.601446,Hebbal,2024-08-21,low,in_progress,,0,68.6,11000,105,78,33,4,5307
ISS-06637,road_damage,12.914653,77.586875,JP Nagar,2023-06-14,low,resolved,108,60.7,81.1,16000,702,68,69,13,40299
ISS-06638,road_damage,13.08872,77.598504,Yelahanka,2024-09-19,high,in_progress,,72.1,47.6,8000,338,44,62,21,6325
ISS-06639,pothole,12.975715,77.62633,Indiranagar,2023-03-30,high,resolved,15,0,83.2,15000,658,43,71,12,35703
ISS-06640,flooding,13.08872,77.591409,Yelahanka,2024-07-14,high,in_progress,,0,36.6,8000,418,90,83,23,12165
ISS-06641,open_manhole,12.969208,77.744725,Whitefield,2025-03-18,low,in_progress,,0,51.6,12000,545,86,96,9,31782
ISS-06642,water_leakage,12.918653,77.596601,JP Nagar,2023-05-16,low,verified,,0,91.7,16000,620,58,77,7,31550
ISS-06643,open_manhole,12.977557,77.760564,Whitefield,2024-03-28,high,verified,,0,57.9,12000,267,56,97,0,15583
ISS-06644,flooding,12.883849,77.577836,Bannerghatta,2024-05-27,low,in_progress,,0,51.9,7000,92,81,90,3,4598
ISS-06645,streetlight,13.11776,77.584003,Yelahanka,2023-08-28,high,resolved,21,0,58.2,8000,90,57,44,9,3270
ISS-06646,garbage,13.093845,77.587735,Yelahanka,2024-12-24,low,in_progress,,0,43.9,8000,335,82,100,26,3976
ISS-06647,flooding,12.908608,77.581528,JP Nagar,2024-10-19,medium,verified,,22.3,84.0,16000,637,54,53,29,8432
ISS-06648,pothole,12.894608,77.641484,HSR Layout,2024-10-12,low,verified,,59.0,84.9,14000,493,52,22,26,22270
ISS-06649,pothole,12.910633,77.628178,BTM Layout,2025-05-04,medium,resolved,38,0,93.3,17000,232,77,24,10,4380
ISS-06650,pothole,12.987693,77.623731,Indiranagar,2024-03-01,critical,verified,,0,92.1,15000,402,87,39,16,10784
ISS-06651,streetlight,12.92711,77.638943,Koramangala,2023-05-22,low,resolved,62,0,100,18000,399,41,97,27,13057
ISS-06652,pothole,12.899594,77.596286,JP Nagar,2024-03-15,critical,reported,,0,74.2,16000,600,68,40,3,32618
ISS-06653,streetlight,12.944588,77.683494,Marathahalli,2024-07-08,high,reported,,62.1,98.6,16000,535,40,76,7,15269
ISS-06654,construction_hazard,12.983649,77.551552,Rajajinagar,2023-10-11,low,verified,,0,98.3,19000,203,62,82,26,3875
ISS-06655,garbage,12.8961,77.586226,JP Nagar,2024-09-13,low,in_progress,,0,85.2,16000,222,85,77,4,13201
ISS-06656,construction_hazard,13.007218,77.588035,Malleswaram,2025-05-14,high,in_progress,,0,100,22000,1041,75,55,12,41113
ISS-06657,water_leakage,12.898826,77.604173,BTM Layout,2025-02-13,high,resolved,20,0,87.7,17000,423,79,23,22,23173
ISS-06658,open_manhole,12.835172,77.684936,Electronic City,2024-12-08,medium,reported,,0,46.3,9000,282,40,34,15,8383
ISS-06659,road_damage,12.887022,77.58751,JP Nagar,2024-06-23,high,in_progress,,30.8,93.9,16000,196,83,75,9,11491
ISS-06660,garbage,13.106402,77.588867,Yelahanka,2025-04-02,low,reported,,0,45.8,8000,314,71,39,28,11841
ISS-06661,garbage,12.967898,77.693187,Marathahalli,2023-10-13,high,reported,,0,79.6,16000,983,44,27,12,10852
ISS-06662,flooding,13.000057,77.55981,Malleswaram,2024-02-20,medium,resolved,46,0,100,22000,1070,49,28,13,63213
ISS-06663,garbage,12.920344,77.593923,BTM Layout,2023-03-11,low,verified,,0,76.7,17000,615,73,92,21,22970
ISS-06664,garbage,12.942206,77.607174,Koramangala,2023-08-09,high,verified,,0,100,18000,1229,71,44,23,68351
ISS-06665,road_damage,12.991179,77.542502,Rajajinagar,2024-02-27,high,reported,,0,100,19000,297,58,31,10,6453
ISS-06666,flooding,12.901702,77.587906,Bannerghatta,2024-01-25,high,verified,,0,47.5,7000,461,78,61,11,5544
ISS-06667,road_damage,12.906859,77.587636,Bannerghatta,2023-01-16,medium,in_progress,,0,46.8,7000,344,50,80,9,12129
ISS-06668,flooding,12.830714,77.689699,Electronic City,2024-08-19,high,reported,,0,40.0,9000,91,89,76,3,5110
ISS-06669,flooding,12.968998,77.651128,Indiranagar,2024-11-21,medium,reported,,0,67.3,15000,415,84,22,8,13298
ISS-06670,water_leakage,13.095084,77.583201,Yelahanka,2024-04-04,critical,in_progress,,0,57.1,8000,146,62,78,9,2826
ISS-06671,garbage,12.969932,77.51922,Vijayanagar,2023-01-27,medium,in_progress,,0,100,18000,563,51,42,9,6376
ISS-06672,open_manhole,13.000418,77.553711,Rajajinagar,2024-07-13,critical,reported,,0,100,19000,448,53,38,24,8295
ISS-06673,pothole,13.053962,77.581567,Hebbal,2023-07-27,medium,resolved,23,43.3,48.4,11000,268,57,71,8,13786
ISS-06674,garbage,13.008411,77.556873,Rajajinagar,2024-08-29,high,verified,,0,100,19000,734,45,29,20,12351
ISS-06675,flooding,13.044607,77.610275,Hebbal,2024-07-20,low,in_progress,,21.4,69.0,11000,426,63,81,0,12851
ISS-06676,streetlight,12.91836,77.62757,BTM Layout,2025-01-02,low,in_progress,,0,100,17000,803,95,42,29,12170
ISS-06677,flooding,12.965511,77.534069,Vijayanagar,2023-03-21,medium,in_progress,,0,92.3,18000,214,55,46,18,4406
ISS-06678,open_manhole,12.93179,77.616342,BTM Layout,2024-02-04,low,verified,,0,85.6,17000,772,46,63,26,17398
ISS-06679,pothole,12.992011,77.574041,Rajajinagar,2024-01-23,medium,verified,,0,100,19000,913,46,57,23,47426
ISS-06680,pothole,12.903037,77.656424,HSR Layout,2023-12-09,medium,verified,,0,90.0,14000,474,94,64,9,15450
ISS-06681,road_damage,12.851027,77.694026,Electronic City,2024-03-18,high,reported,,0,59.2,9000,548,67,33,3,31783
ISS-06682,open_manhole,12.930959,77.628854,BTM Layout,2023-08-13,medium,verified,,0,88.4,17000,652,92,94,2,15798
ISS-06683,construction_hazard,12.91749,77.654554,HSR Layout,2023-05-29,medium,resolved,40,0,89.3,14000,147,74,51,8,3919
ISS-06684,pothole,12.921466,77.627796,BTM Layout,2024-11-10,critical,verified,,0,89.1,17000,812,72,39,4,14131
ISS-06685,water_leakage,13.034835,77.59104,Hebbal,2024-11-03,critical,in_progress,,0,70.0,11000,971,43,83,2,50920
ISS-06686,garbage,12.993547,77.566666,Malleswaram,2023-04-13,low,verified,,0,100,22000,758,82,26,3,26592
ISS-06687,road_damage,12.990314,77.58642,Malleswaram,2024-07-11,medium,reported,,0,100,22000,861,53,41,28,43466
ISS-06688,flooding,12.913083,77.60059,JP Nagar,2024-11-22,medium,in_progress,,70.6,99.7,16000,484,47,30,12,17106
ISS-06689,construction_hazard,12.974221,77.622514,Indiranagar,2024-11-03,medium,in_progress,,74.6,78.9,15000,626,52,56,0,37455
ISS-06690,road_damage,12.956835,77.733345,Whitefield,2024-06-28,high,in_progress,,0,56.9,12000,821,61,94,11,38082
ISS-06691,construction_hazard,12.995519,77.554816,Rajajinagar,2023-08-04,medium,resolved,18,27.2,97.9,19000,632,43,83,5,37749
ISS-06692,garbage,12.899696,77.647015,HSR Layout,2023-07-02,medium,in_progress,,21.0,71.8,14000,475,66,66,1,26874
ISS-06693,flooding,12.952547,77.522919,Vijayanagar,2023-12-11,medium,in_progress,,0,100,18000,450,69,42,1,6842
ISS-06694,flooding,12.875698,77.61531,Bannerghatta,2023-07-30,high,resolved,4,43.4,43.8,7000,322,48,45,26,12341
ISS-06695,open_manhole,12.963514,77.652198,Indiranagar,2023-01-05,high,reported,,0,86.5,15000,162,79,60,11,5325
ISS-06696,open_manhole,13.02292,77.590958,Hebbal,2025-01-04,medium,reported,,0,59.2,11000,439,61,84,2,5565
ISS-06697,construction_hazard,12.90044,77.56795,JP Nagar,2023-02-11,critical,reported,,0,84.5,16000,1174,41,64,7,51869
ISS-06698,water_leakage,13.118742,77.580308,Yelahanka,2024-01-20,high,resolved,4,0,47.2,8000,241,52,92,26,6799
ISS-06699,pothole,13.006348,77.556223,Malleswaram,2023-12-24,low,verified,,0,100,22000,360,87,66,26,19484
ISS-06700,water_leakage,12.894273,77.627736,HSR Layout,2024-02-29,critical,resolved,6,0,86.3,14000,855,82,69,19,19514
ISS-06701,garbage,12.990111,77.547572,Vijayanagar,2023-02-11,medium,verified,,0,88.3,18000,711,89,94,17,18742
ISS-06702,construction_hazard,12.902578,77.608944,BTM Layout,2024-04-09,low,in_progress,,0,96.9,17000,559,75,42,15,11798
ISS-06703,garbage,12.842588,77.695528,Electronic City,2024-10-12,high,in_progress,,42.7,46.2,9000,517,64,31,5,12644
ISS-06704,flooding,13.09913,77.584735,Yelahanka,2024-06-11,medium,in_progress,,10.1,49.4,8000,351,94,20,10,13030
ISS-06705,pothole,12.937147,77.564853,Jayanagar,2023-02-26,medium,verified,,0,100,20000,170,59,53,9,5153
ISS-06706,pothole,12.942361,77.622251,Koramangala,2023-07-22,high,reported,,22.6,88.6,18000,617,80,84,7,20565
ISS-06707,streetlight,12.954285,77.762065,Whitefield,2025-02-09,high,in_progress,,0,59.9,12000,798,45,63,5,21753
ISS-06708,flooding,12.977605,77.627793,Indiranagar,2024-12-01,high,reported,,0,88.8,15000,461,85,56,8,7714
ISS-06709,pothole,13.107605,77.588025,Yelahanka,2023-09-13,medium,reported,,44.6,30.7,8000,260,91,48,6,3609
ISS-06710,flooding,12.823888,77.683237,Electronic City,2023-10-06,critical,reported,,74.5,49.9,9000,378,48,100,27,4527
ISS-06711,pothole,12.856461,77.657565,Electronic City,2024-01-17,medium,reported,,0,49.2,9000,75,76,37,27,4455
ISS-06712,construction_hazard,12.909547,77.628798,HSR Layout,2023-08-12,low,verified,,31.5,71.1,14000,87,64,79,29,1718
ISS-06713,garbage,12.91602,77.609311,BTM Layout,2024-04-01,high,verified,,0,100,17000,203,49,97,6,2989
ISS-06714,open_manhole,13.11528,77.597646,Yelahanka,2023-12-17,high,resolved,9,0,46.6,8000,425,92,84,20,5574
ISS-06715,construction_hazard,12.991929,77.639244,Indiranagar,2023-04-26,medium,in_progress,,0,66.6,15000,625,86,24,10,24439
ISS-06716,garbage,12.889321,77.617135,Bannerghatta,2023-10-11,low,in_progress,,39.2,53.5,7000,97,49,88,9,1136
ISS-06717,garbage,13.020728,77.557746,Malleswaram,2025-02-19,high,reported,,0,100,22000,1103,89,100,7,65739
ISS-06718,water_leakage,12.929839,77.587354,Jayanagar,2024-04-28,medium,reported,,0,100,20000,859,63,94,18,11934
ISS-06719,garbage,12.912268,77.604042,BTM Layout,2023-11-10,low,in_progress,,33.2,95.6,17000,279,45,32,3,10486
ISS-06720,flooding,12.972038,77.543517,Vijayanagar,2024-03-22,medium,reported,,0,100,18000,680,77,33,11,30521
ISS-06721,construction_hazard,12.920526,77.602558,JP Nagar,2023-04-25,medium,reported,,0,75.0,16000,289,50,90,29,15759
ISS-06722,road_damage,12.96855,77.657329,Indiranagar,2023-04-08,medium,reported,,0,94.7,15000,131,41,46,26,5295
ISS-06723,streetlight,12.976198,77.514222,Vijayanagar,2023-05-22,high,reported,,0,87.5,18000,285,63,85,17,16027
ISS-06724,open_manhole,12.981864,77.757841,Whitefield,2023-10-07,low,resolved,71,23.6,79.8,12000,383,54,93,20,6067
ISS-06725,road_damage,13.118241,77.585097,Yelahanka,2024-04-28,low,resolved,52,0,33.4,8000,350,89,43,3,17183
ISS-06726,pothole,12.996127,77.648424,Indiranagar,2023-12-10,medium,in_progress,,0,81.9,15000,368,42,41,25,17897
ISS-06727,road_damage,12.921197,77.571192,Jayanagar,2025-03-19,high,resolved,11,0,100,20000,643,83,64,2,10988
ISS-06728,road_damage,12.941345,77.643254,Koramangala,2023-11-11,low,verified,,10.4,100,18000,423,55,47,24,7018
ISS-06729,streetlight,12.931129,77.579983,Jayanagar,2024-03-05,critical,in_progress,,0,100,20000,1786,53,57,16,71615
ISS-06730,streetlight,13.015893,77.597848,Hebbal,2024-06-05,medium,in_progress,,11.9,47.0,11000,86,85,88,5,2211
ISS-06731,open_manhole,12.942842,77.693786,Marathahalli,2024-09-02,high,reported,,0,97.3,16000,1184,55,49,19,59570
ISS-06732,road_damage,12.935932,77.603525,Jayanagar,2025-04-25,medium,reported,,0,100,20000,113,58,88,24,5077
ISS-06733,water_leakage,12.924596,77.662561,HSR Layout,2023-05-06,medium,resolved,9,0,63.9,14000,696,95,66,5,38702
ISS-06734,flooding,12.920148,77.565124,Jayanagar,2025-03-21,low,reported,,0,100,20000,233,69,44,6,9005
ISS-06735,water_leakage,12.880474,77.57763,Bannerghatta,2024-01-18,medium,in_progress,,0,44.2,7000,151,57,29,11,5293
ISS-06736,water_leakage,12.919251,77.601777,JP Nagar,2024-03-09,low,reported,,0,79.5,16000,361,79,76,20,8868
ISS-06737,construction_hazard,12.982883,77.535279,Vijayanagar,2023-08-16,low,reported,,16.2,81.7,18000,128,72,28,15,2530
ISS-06738,road_damage,12.980473,77.62929,Indiranagar,2023-04-16,high,in_progress,,0,91.0,15000,298,77,68,6,5091
ISS-06739,pothole,12.872236,77.580345,Bannerghatta,2024-04-03,high,in_progress,,0,33.9,7000,490,54,34,19,21704
ISS-06740,garbage,12.983531,77.573067,Rajajinagar,2025-04-03,medium,in_progress,,0,89.3,19000,675,57,91,20,10807
ISS-06741,road_damage,12.918665,77.592216,Jayanagar,2024-08-03,high,reported,,0,100,20000,215,94,42,21,4551
ISS-06742,road_damage,12.909057,77.641621,HSR Layout,2024-02-07,low,resolved,101,0,78.5,14000,619,44,66,26,28514
ISS-06743,open_manhole,12.983342,77.743466,Whitefield,2024-08-05,critical,in_progress,,73.2,59.5,12000,371,51,27,7,17410
ISS-06744,open_manhole,12.94725,77.590665,Jayanagar,2024-07-30,medium,verified,,73.5,100,20000,990,44,98,24,15889
ISS-06745,water_leakage,13.0098,77.564336,Rajajinagar,2023-05-06,medium,verified,,0,100,19000,492,95,83,8,7575
ISS-06746,garbage,12.912742,77.600975,Jayanagar,2025-02-05,medium,verified,,0,100,20000,526,67,31,0,30414
ISS-06747,construction_hazard,12.946927,77.569188,Jayanagar,2024-09-03,medium,reported,,78.4,100,20000,717,71,96,13,32830
ISS-06748,construction_hazard,12.977425,77.758808,Whitefield,2024-01-01,medium,verified,,0,52.9,12000,411,57,86,22,22631
ISS-06749,road_damage,12.854288,77.665836,Electronic City,2024-02-22,low,in_progress,,0,36.1,9000,66,72,29,18,3338
ISS-06750,road_damage,12.887582,77.600352,Bannerghatta,2024-04-06,low,verified,,0,46.4,7000,231,69,46,19,4734
ISS-06751,construction_hazard,12.918346,77.613277,BTM Layout,2023-01-30,medium,resolved,37,0,82.1,17000,550,64,93,9,27071
ISS-06752,streetlight,12.850888,77.695941,Electronic City,2024-04-25,medium,verified,,0,35.8,9000,311,94,42,23,4456
ISS-06753,pothole,12.962558,77.519662,Vijayanagar,2023-01-25,critical,verified,,0,100,18000,452,73,61,10,11883
ISS-06754,flooding,13.022743,77.589836,Hebbal,2023-09-24,low,verified,,0,61.4,11000,169,70,88,16,3980
ISS-06755,garbage,13.054867,77.582479,Hebbal,2024-06-09,low,resolved,81,0,71.8,11000,90,49,24,18,1393
ISS-06756,water_leakage,12.959107,77.730462,Whitefield,2023-11-17,medium,in_progress,,0,58.6,12000,214,79,68,19,4156
ISS-06757,open_manhole,12.987405,77.546895,Rajajinagar,2024-06-19,medium,reported,,56.4,100,19000,271,80,25,21,14204
ISS-06758,garbage,12.829393,77.695549,Electronic City,2023-08-06,medium,in_progress,,26.0,39.2,9000,316,94,50,11,16592
ISS-06759,garbage,12.954376,77.767697,Whitefield,2025-02-03,medium,verified,,0,65.6,12000,359,61,49,5,6194
ISS-06760,streetlight,12.979432,77.730593,Whitefield,2024-01-12,medium,reported,,0,56.3,12000,396,61,34,17,7903
ISS-06761,streetlight,12.937315,77.566841,Jayanagar,2024-03-03,low,resolved,59,0,100,20000,669,64,20,5,11724
ISS-06762,streetlight,12.924097,77.651487,HSR Layout,2024-08-10,critical,verified,,0,81.8,14000,947,86,29,19,44083
ISS-06763,road_damage,12.961123,77.54151,Vijayanagar,2023-04-20,low,resolved,23,0,93.5,18000,516,93,35,4,22592
ISS-06764,water_leakage,12.879793,77.581599,Bannerghatta,2024-01-21,medium,reported,,0,45.3,7000,165,66,85,19,6826
ISS-06765,garbage,12.916068,77.625668,Koramangala,2023-07-30,medium,verified,,0,100,18000,657,78,96,17,28050
ISS-06766,open_manhole,12.95068,77.6414,Koramangala,2023-12-29,low,in_progress,,0,97.9,18000,372,45,94,22,21870
ISS-06767,flooding,12.905683,77.578677,Bannerghatta,2023-04-15,high,verified,,0,54.9,7000,353,47,68,7,13219
ISS-06768,flooding,13.0425,77.599893,Hebbal,2024-12-23,high,verified,,0,47.5,11000,789,45,70,2,12960
ISS-06769,pothole,12.941364,77.686387,Marathahalli,2025-02-11,medium,reported,,0,85.8,16000,116,61,85,20,1957
ISS-06770,open_manhole,13.044596,77.590412,Hebbal,2024-02-17,medium,reported,,0,72.2,11000,210,69,40,3,8260
ISS-06771,construction_hazard,12.923973,77.59116,BTM Layout,2023-01-16,low,resolved,25,0,85.6,17000,508,91,58,1,18484
ISS-06772,streetlight,13.106123,77.607245,Yelahanka,2025-01-30,low,reported,,0,46.1,8000,95,76,26,27,3844
ISS-06773,streetlight,12.923873,77.582577,Jayanagar,2024-06-24,medium,reported,,71.6,100,20000,342,89,27,12,11232
ISS-06774,streetlight,12.912319,77.600627,JP Nagar,2025-01-31,high,reported,,0,94.3,16000,299,47,24,11,8900
ISS-06775,construction_hazard,12.900337,77.5831,Bannerghatta,2024-11-09,low,reported,,0,33.4,7000,216,61,25,12,10252
ISS-06776,water_leakage,12.978685,77.525408,Vijayanagar,2024-10-04,low,reported,,0,98.0,18000,127,70,94,15,2350
ISS-06777,flooding,13.116918,77.579496,Yelahanka,2025-04-01,low,in_progress,,0,51.0,8000,368,79,80,15,11046
ISS-06778,construction_hazard,12.924271,77.610816,Koramangala,2023-07-31,critical,in_progress,,70.5,84.0,18000,1053,64,100,0,44031
ISS-06779,water_leakage,12.907345,77.588875,Bannerghatta,2023-12-06,medium,resolved,50,0,41.5,7000,41,44,47,10,1180
ISS-06780,water_leakage,12.942935,77.626693,Koramangala,2025-01-01,critical,verified,,0,96.0,18000,1592,69,100,10,92349
